"ASIGNATURA_REFERENCIA","MATRICULA_CURSO_ACADEMICO","GRUPO_ID","INGLES","ASIGNACION_MANUAL","MATRICULA_EXPEDIENTES_NEXP"
"51009","20/21","","","",104101319
"51011","20/21","","","",104101319
"51015","20/21","","","",104101319
"51025","20/21","","","",104101319
"51029","20/21","","","",104101319
"50994","20/21","","","",104101320
"50995","20/21","","","",104101320
"50996","20/21","","","",104101320
"50997","20/21","","","",104101320
"50998","20/21","","","",104101320
"50999","20/21","","","",104101320
"51000","20/21","","","",104101320
"51001","20/21","","","",104101320
"51002","20/21","","","",104101320
"51003","20/21","","","",104101320
"50658","20/21","","","",104101321
"50659","20/21","","","",104101321
"50660","20/21","","","",104101321
"50661","20/21","","","",104101321
"50662","20/21","","","",104101321
"50663","20/21","","","",104101321
"50664","20/21","","","",104101321
"50665","20/21","","","",104101321
"50666","20/21","","","",104101321
"50667","20/21","","","",104101321
"50658","20/21","","","",104101323
"50659","20/21","","","",104101323
"50660","20/21","","","",104101323
"50661","20/21","","","",104101323
"50662","20/21","","","",104101323
"50663","20/21","","","",104101323
"50664","20/21","","","",104101323
"50665","20/21","","","",104101323
"50666","20/21","","","",104101323
"50667","20/21","","","",104101323
"53161","20/21","","","",105601324
"53162","20/21","","","",105601324
"53164","20/21","","","",105601324
"53165","20/21","","","",105601324
"53211","20/21","","","",105601324
"53212","20/21","","","",105601324
"53213","20/21","","","",105601324
"53214","20/21","","","",105601324
"53221","20/21","","","",105601324
"50658","20/21","","","",104101325
"50661","20/21","","","",104101325
"50663","20/21","","","",104101325
"50995","20/21","","","",104101325
"50996","20/21","","","",104101325
"50998","20/21","","","",104101325
"50999","20/21","","","",104101325
"51000","20/21","","","",104101325
"51002","20/21","","","",104101325
"51003","20/21","","","",104101325
"51138","20/21","","","",104201326
"51139","20/21","","","",104201326
"51140","20/21","","","",104201326
"51141","20/21","","","",104201326
"51142","20/21","","","",104201326
"51143","20/21","","","",104201326
"51144","20/21","","","",104201326
"51145","20/21","","","",104201326
"51146","20/21","","","",104201326
"51147","20/21","","","",104201326
"53111","20/21","","","",105601327
"53118","20/21","","","",105601327
"53164","20/21","","","",105601327
"51034","20/21","","","",105601327
"53309","20/21","","","",105601327
"53308","20/21","","","",105601327
"53310","20/21","","","",105601327
"53422","20/21","","","",105601327
"53413","20/21","","","",105601327
"53412","20/21","","","",105601327
"53414","20/21","","","",105601327
"53415","20/21","","","",105601327
"53425","20/21","","","",105601327
"53426","20/21","","","",105601327
"50658","20/21","","","",104101328
"50659","20/21","","","",104101328
"50660","20/21","","","",104101328
"50661","20/21","","","",104101328
"50662","20/21","","","",104101328
"50663","20/21","","","",104101328
"50664","20/21","","","",104101328
"50665","20/21","","","",104101328
"50666","20/21","","","",104101328
"50667","20/21","","","",104101328
"51144","20/21","","","",104201329
"51146","20/21","","","",104201329
"51154","20/21","","","",104201329
"51155","20/21","","","",104201329
"51195","20/21","","","",104201329
"51180","20/21","","","",104201329
"51181","20/21","","","",104201329
"51182","20/21","","","",104201329
"51186","20/21","","","",104201329
"51018","20/21","","","",104201329
"51673","20/21","","","",104301330
"51674","20/21","","","",104301330
"51675","20/21","","","",104301330
"51676","20/21","","","",104301330
"51677","20/21","","","",104301330
"51678","20/21","","","",104301330
"51679","20/21","","","",104301330
"51680","20/21","","","",104301330
"51681","20/21","","","",104301330
"51682","20/21","","","",104301330
"50661","20/21","","","",104101331
"50994","20/21","","","",104101331
"50996","20/21","","","",104101331
"50997","20/21","","","",104101331
"50998","20/21","","","",104101331
"51000","20/21","","","",104101331
"51001","20/21","","","",104101331
"51003","20/21","","","",104101331
"51675","20/21","","","",104301332
"51701","20/21","","","",104301332
"51700","20/21","","","",104301332
"51703","20/21","","","",104301332
"51708","20/21","","","",104301332
"51709","20/21","","","",104301332
"51710","20/21","","","",104301332
"51716","20/21","","","",104301332
"51006","20/21","","","",104301332
"51050","20/21","","","",104301332
"51138","20/21","","","",104201333
"51142","20/21","","","",104201333
"51143","20/21","","","",104201333
"51144","20/21","","","",104201333
"51148","20/21","","","",104201333
"51151","20/21","","","",104201333
"51162","20/21","","","",104201333
"51198","20/21","","","",104201333
"51019","20/21","","","",104201333
"51023","20/21","","","",104201333
"51148","20/21","","","",104201334
"51149","20/21","","","",104201334
"51150","20/21","","","",104201334
"51151","20/21","","","",104201334
"51152","20/21","","","",104201334
"51153","20/21","","","",104201334
"51154","20/21","","","",104201334
"51155","20/21","","","",104201334
"51156","20/21","","","",104201334
"51157","20/21","","","",104201334
"53008","20/21","","","",105601335
"53009","20/21","","","",105601335
"53010","20/21","","","",105601335
"53011","20/21","","","",105601335
"53012","20/21","","","",105601335
"53013","20/21","","","",105601335
"53014","20/21","","","",105601335
"53015","20/21","","","",105601335
"53016","20/21","","","",105601335
"53017","20/21","","","",105601335
"51138","20/21","","","",104201336
"51139","20/21","","","",104201336
"51140","20/21","","","",104201336
"51141","20/21","","","",104201336
"51142","20/21","","","",104201336
"51143","20/21","","","",104201336
"51144","20/21","","","",104201336
"51145","20/21","","","",104201336
"51146","20/21","","","",104201336
"51147","20/21","","","",104201336
"53008","20/21","","","",105601337
"53009","20/21","","","",105601337
"53010","20/21","","","",105601337
"53011","20/21","","","",105601337
"53012","20/21","","","",105601337
"53013","20/21","","","",105601337
"53014","20/21","","","",105601337
"53015","20/21","","","",105601337
"53017","20/21","","","",105601337
"53114","20/21","","","",105601337
"50658","20/21","","","",104101338
"50659","20/21","","","",104101338
"50660","20/21","","","",104101338
"50661","20/21","","","",104101338
"50662","20/21","","","",104101338
"50663","20/21","","","",104101338
"50664","20/21","","","",104101338
"50665","20/21","","","",104101338
"50666","20/21","","","",104101338
"50667","20/21","","","",104101338
"50658","20/21","","","",104101339
"50663","20/21","","","",104101339
"50664","20/21","","","",104101339
"51001","20/21","","","",104101339
"51024","20/21","","","",104101339
"51055","20/21","","","",104101339
"51027","20/21","","","",104101339
"51032","20/21","","","",104101339
"51034","20/21","","","",104101339
"51037","20/21","","","",104101339
"51138","20/21","","","",104201288
"51143","20/21","","","",104201288
"51182","20/21","","","",104201288
"51198","20/21","","","",104201288
"51138","20/21","","","",104201289
"51139","20/21","","","",104201289
"51140","20/21","","","",104201289
"51141","20/21","","","",104201289
"51142","20/21","","","",104201289
"51143","20/21","","","",104201289
"51144","20/21","","","",104201289
"51145","20/21","","","",104201289
"51146","20/21","","","",104201289
"51147","20/21","","","",104201289
"50997","20/21","","","",104101290
"51007","20/21","","","",104101290
"51009","20/21","","","",104101290
"51011","20/21","","","",104101290
"51015","20/21","","","",104101290
"51025","20/21","","","",104101290
"51024","20/21","","","",104101290
"51017","20/21","","","",104101290
"51013","20/21","","","",104101290
"51058","20/21","","","",104101290
"51138","20/21","","","",104201291
"51140","20/21","","","",104201291
"51144","20/21","","","",104201291
"51149","20/21","","","",104201291
"51150","20/21","","","",104201291
"51152","20/21","","","",104201291
"51153","20/21","","","",104201291
"51155","20/21","","","",104201291
"51156","20/21","","","",104201291
"51157","20/21","","","",104201291
"51673","20/21","","","",104301292
"51674","20/21","","","",104301292
"51675","20/21","","","",104301292
"51676","20/21","","","",104301292
"51677","20/21","","","",104301292
"51678","20/21","","","",104301292
"51679","20/21","","","",104301292
"51680","20/21","","","",104301292
"51681","20/21","","","",104301292
"51682","20/21","","","",104301292
"50660","20/21","","","",104101293
"50663","20/21","","","",104101293
"50666","20/21","","","",104101293
"50994","20/21","","","",104101293
"50995","20/21","","","",104101293
"50996","20/21","","","",104101293
"50997","20/21","","","",104101293
"50998","20/21","","","",104101293
"50999","20/21","","","",104101293
"51001","20/21","","","",104101293
"51198","20/21","","","",104201294
"51148","20/21","","","",104201295
"51149","20/21","","","",104201295
"51150","20/21","","","",104201295
"51151","20/21","","","",104201295
"51152","20/21","","","",104201295
"51155","20/21","","","",104201295
"51156","20/21","","","",104201295
"51171","20/21","","","",104201295
"51174","20/21","","","",104201295
"51021","20/21","","","",104201295
"51675","20/21","","","",104301296
"51683","20/21","","","",104301296
"51686","20/21","","","",104301296
"51689","20/21","","","",104301296
"51703","20/21","","","",104301296
"51708","20/21","","","",104301296
"51710","20/21","","","",104301296
"51058","20/21","","","",104301296
"51138","20/21","","","",104201297
"51155","20/21","","","",104201297
"51157","20/21","","","",104201297
"51195","20/21","","","",104201297
"51180","20/21","","","",104201297
"51181","20/21","","","",104201297
"51182","20/21","","","",104201297
"51186","20/21","","","",104201297
"51050","20/21","","","",104201297
"51034","20/21","","","",105601298
"53304","20/21","","","",105601298
"51151","20/21","","","",104201299
"51152","20/21","","","",104201299
"51162","20/21","","","",104201299
"51171","20/21","","","",104201299
"51175","20/21","","","",104201299
"51180","20/21","","","",104201299
"51181","20/21","","","",104201299
"51182","20/21","","","",104201299
"51190","20/21","","","",104201299
"53015","20/21","","","",105601300
"53161","20/21","","","",105601300
"53008","20/21","","","",105601301
"53009","20/21","","","",105601301
"53010","20/21","","","",105601301
"53011","20/21","","","",105601301
"53012","20/21","","","",105601301
"53013","20/21","","","",105601301
"53014","20/21","","","",105601301
"53015","20/21","","","",105601301
"53016","20/21","","","",105601301
"53017","20/21","","","",105601301
"51151","20/21","","","",104201302
"51154","20/21","","","",104201302
"51155","20/21","","","",104201302
"51180","20/21","","","",104201302
"51138","20/21","","","",104201303
"51148","20/21","","","",104201303
"51151","20/21","","","",104201303
"51152","20/21","","","",104201303
"51186","20/21","","","",104201303
"50658","20/21","","","",104101304
"50659","20/21","","","",104101304
"50660","20/21","","","",104101304
"50662","20/21","","","",104101304
"50663","20/21","","","",104101304
"50994","20/21","","","",104101304
"51041","20/21","","","",104101304
"51059","20/21","","","",104101304
"51138","20/21","","","",104201305
"51139","20/21","","","",104201305
"51140","20/21","","","",104201305
"51141","20/21","","","",104201305
"51142","20/21","","","",104201305
"51143","20/21","","","",104201305
"51144","20/21","","","",104201305
"51145","20/21","","","",104201305
"51146","20/21","","","",104201305
"51147","20/21","","","",104201305
"50658","20/21","","","",104101306
"50663","20/21","","","",104101306
"50994","20/21","","","",104101306
"50998","20/21","","","",104101306
"51009","20/21","","","",104101306
"51033","20/21","","","",104101306
"51043","20/21","","","",104101306
"51039","20/21","","","",104101306
"51673","20/21","","","",104301307
"51674","20/21","","","",104301307
"51675","20/21","","","",104301307
"51676","20/21","","","",104301307
"51677","20/21","","","",104301307
"51678","20/21","","","",104301307
"51679","20/21","","","",104301307
"51680","20/21","","","",104301307
"51681","20/21","","","",104301307
"51682","20/21","","","",104301307
"51007","20/21","","","",104101308
"51009","20/21","","","",104101308
"51011","20/21","","","",104101308
"51015","20/21","","","",104101308
"51025","20/21","","","",104101308
"51024","20/21","","","",104101308
"51008","20/21","","","",104101308
"51016","20/21","","","",104101308
"51026","20/21","","","",104101308
"51040","20/21","","","",104101308
"50659","20/21","","","",104101309
"50662","20/21","","","",104101309
"50664","20/21","","","",104101309
"50994","20/21","","","",104101309
"50996","20/21","","","",104101309
"50997","20/21","","","",104101309
"51002","20/21","","","",104101309
"51030","20/21","","","",104101309
"51190","20/21","","","",104101309
"51023","20/21","","","",104101309
"51195","20/21","","","",104201310
"51180","20/21","","","",104201310
"51181","20/21","","","",104201310
"51182","20/21","","","",104201310
"51186","20/21","","","",104201310
"51198","20/21","","","",104201310
"51047","20/21","","","",104201310
"51056","20/21","","","",104201310
"51683","20/21","","","",104301311
"51684","20/21","","","",104301311
"51685","20/21","","","",104301311
"51687","20/21","","","",104301311
"51689","20/21","","","",104301311
"51690","20/21","","","",104301311
"51691","20/21","","","",104301311
"51692","20/21","","","",104301311
"51148","20/21","","","",104201312
"51149","20/21","","","",104201312
"51150","20/21","","","",104201312
"51151","20/21","","","",104201312
"51152","20/21","","","",104201312
"51154","20/21","","","",104201312
"51155","20/21","","","",104201312
"51156","20/21","","","",104201312
"51157","20/21","","","",104201312
"51683","20/21","","","",104301313
"51686","20/21","","","",104301313
"51689","20/21","","","",104301313
"51690","20/21","","","",104301313
"51692","20/21","","","",104301313
"51702","20/21","","","",104301313
"51703","20/21","","","",104301313
"51716","20/21","","","",104301313
"51138","20/21","","","",104201314
"51139","20/21","","","",104201314
"51140","20/21","","","",104201314
"51141","20/21","","","",104201314
"51142","20/21","","","",104201314
"51143","20/21","","","",104201314
"51144","20/21","","","",104201314
"51145","20/21","","","",104201314
"51146","20/21","","","",104201314
"51147","20/21","","","",104201314
"51673","20/21","","","",104301152
"51674","20/21","","","",104301152
"51675","20/21","","","",104301152
"51676","20/21","","","",104301152
"51677","20/21","","","",104301152
"51678","20/21","","","",104301152
"51679","20/21","","","",104301152
"51680","20/21","","","",104301152
"51681","20/21","","","",104301152
"51682","20/21","","","",104301152
"50658","20/21","","","",104101153
"50660","20/21","","","",104101153
"50666","20/21","","","",104101153
"50998","20/21","","","",104101153
"51000","20/21","","","",104101153
"51002","20/21","","","",104101153
"51011","20/21","","","",104101153
"51015","20/21","","","",104101153
"51017","20/21","","","",104101153
"51013","20/21","","","",104101153
"53010","20/21","","","",105601154
"53012","20/21","","","",105601154
"53109","20/21","","","",105601154
"53111","20/21","","","",105601154
"53112","20/21","","","",105601154
"53118","20/21","","","",105601154
"53161","20/21","","","",105601154
"53211","20/21","","","",105601154
"53212","20/21","","","",105601154
"53215","20/21","","","",105601154
"53008","20/21","","","",105601155
"53009","20/21","","","",105601155
"53010","20/21","","","",105601155
"53011","20/21","","","",105601155
"53012","20/21","","","",105601155
"53013","20/21","","","",105601155
"53014","20/21","","","",105601155
"53015","20/21","","","",105601155
"53016","20/21","","","",105601155
"53017","20/21","","","",105601155
"51160","20/21","","","",104201156
"51161","20/21","","","",104201156
"51162","20/21","","","",104201156
"51166","20/21","","","",104201156
"51169","20/21","","","",104201156
"51171","20/21","","","",104201156
"51174","20/21","","","",104201156
"51175","20/21","","","",104201156
"51031","20/21","","","",104201156
"51191","20/21","","","",104201156
"51007","20/21","","","",104101157
"51009","20/21","","","",104101157
"51011","20/21","","","",104101157
"51015","20/21","","","",104101157
"51025","20/21","","","",104101157
"51024","20/21","","","",104101157
"51017","20/21","","","",104101157
"51055","20/21","","","",104101157
"51057","20/21","","","",104101157
"51030","20/21","","","",104101157
"51138","20/21","","","",104201159
"51139","20/21","","","",104201159
"51140","20/21","","","",104201159
"51142","20/21","","","",104201159
"51143","20/21","","","",104201159
"51144","20/21","","","",104201159
"51160","20/21","","","",104201159
"51195","20/21","","","",104201159
"51049","20/21","","","",104201159
"50662","20/21","","","",104101160
"51007","20/21","","","",104101160
"51009","20/21","","","",104101160
"51015","20/21","","","",104101160
"51025","20/21","","","",104101160
"51024","20/21","","","",104101160
"51017","20/21","","","",104101160
"51013","20/21","","","",104101160
"51037","20/21","","","",104101160
"51030","20/21","","","",104101160
"53113","20/21","","","",105601161
"51009","20/21","","","",104101162
"51024","20/21","","","",104101162
"51013","20/21","","","",104101162
"51055","20/21","","","",104101162
"51027","20/21","","","",104101162
"51032","20/21","","","",104101162
"51034","20/21","","","",104101162
"51037","20/21","","","",104101162
"51026","20/21","","","",104101162
"51020","20/21","","","",104101162
"51160","20/21","","","",104201163
"51161","20/21","","","",104201163
"51162","20/21","","","",104201163
"51166","20/21","","","",104201163
"51169","20/21","","","",104201163
"51171","20/21","","","",104201163
"51174","20/21","","","",104201163
"51175","20/21","","","",104201163
"51058","20/21","","","",104201163
"51009","20/21","","","",104101164
"51011","20/21","","","",104101164
"51029","20/21","","","",104101164
"51059","20/21","","","",104101164
"51026","20/21","","","",104101164
"51056","20/21","","","",104101164
"51673","20/21","","","",104301165
"51677","20/21","","","",104301165
"51701","20/21","","","",104301165
"51720","20/21","","","",104301165
"51673","20/21","","","",104301166
"51677","20/21","","","",104301166
"51679","20/21","","","",104301166
"51683","20/21","","","",104301166
"51716","20/21","","","",104301166
"51718","20/21","","","",104301166
"51720","20/21","","","",104301166
"51725","20/21","","","",104301166
"51739","20/21","","","",104301166
"51056","20/21","","","",104301166
"53109","20/21","","","",105601167
"53110","20/21","","","",105601167
"53111","20/21","","","",105601167
"53112","20/21","","","",105601167
"53113","20/21","","","",105601167
"53114","20/21","","","",105601167
"53115","20/21","","","",105601167
"53116","20/21","","","",105601167
"53117","20/21","","","",105601167
"53118","20/21","","","",105601167
"51007","20/21","","","",104101169
"51009","20/21","","","",104101169
"51011","20/21","","","",104101169
"51015","20/21","","","",104101169
"51025","20/21","","","",104101169
"51024","20/21","","","",104101169
"51005","20/21","","","",104101169
"51022","20/21","","","",104101169
"51057","20/21","","","",104101169
"51023","20/21","","","",104101169
"51673","20/21","","","",104301170
"51674","20/21","","","",104301170
"51675","20/21","","","",104301170
"51676","20/21","","","",104301170
"51677","20/21","","","",104301170
"51678","20/21","","","",104301170
"51679","20/21","","","",104301170
"51680","20/21","","","",104301170
"51681","20/21","","","",104301170
"51682","20/21","","","",104301170
"51138","20/21","","","",104201171
"51144","20/21","","","",104201171
"51162","20/21","","","",104201171
"51195","20/21","","","",104201171
"51180","20/21","","","",104201171
"51181","20/21","","","",104201171
"51182","20/21","","","",104201171
"51190","20/21","","","",104201171
"51056","20/21","","","",104201171
"50658","20/21","","","",104101173
"50659","20/21","","","",104101173
"50660","20/21","","","",104101173
"50661","20/21","","","",104101173
"50662","20/21","","","",104101173
"50663","20/21","","","",104101173
"50664","20/21","","","",104101173
"50665","20/21","","","",104101173
"50666","20/21","","","",104101173
"50667","20/21","","","",104101173
"50994","20/21","","","",104101174
"50995","20/21","","","",104101174
"50996","20/21","","","",104101174
"50997","20/21","","","",104101174
"50998","20/21","","","",104101174
"50999","20/21","","","",104101174
"51000","20/21","","","",104101174
"51001","20/21","","","",104101174
"51002","20/21","","","",104101174
"51003","20/21","","","",104101174
"51676","20/21","","","",104301175
"51681","20/21","","","",104301175
"51684","20/21","","","",104301175
"51685","20/21","","","",104301175
"51686","20/21","","","",104301175
"51687","20/21","","","",104301175
"51688","20/21","","","",104301175
"51690","20/21","","","",104301175
"51691","20/21","","","",104301175
"51692","20/21","","","",104301175
"51143","20/21","","","",104201176
"51144","20/21","","","",104201176
"51195","20/21","","","",104201176
"51180","20/21","","","",104201176
"51181","20/21","","","",104201176
"51182","20/21","","","",104201176
"51186","20/21","","","",104201176
"51019","20/21","","","",104201176
"51190","20/21","","","",104201176
"50658","20/21","","","",104101177
"50659","20/21","","","",104101177
"50660","20/21","","","",104101177
"50661","20/21","","","",104101177
"50662","20/21","","","",104101177
"50663","20/21","","","",104101177
"50664","20/21","","","",104101177
"50665","20/21","","","",104101177
"50666","20/21","","","",104101177
"50667","20/21","","","",104101177
"51708","20/21","","","",104301178
"51709","20/21","","","",104301178
"51718","20/21","","","",104301178
"51722","20/21","","","",104301178
"51673","20/21","","","",104301179
"51674","20/21","","","",104301179
"51675","20/21","","","",104301179
"51677","20/21","","","",104301179
"51678","20/21","","","",104301179
"51681","20/21","","","",104301179
"51682","20/21","","","",104301179
"51683","20/21","","","",104301179
"51688","20/21","","","",104301179
"51691","20/21","","","",104301179
"51692","20/21","","","",104301179
"51138","20/21","","","",104201180
"51144","20/21","","","",104201180
"51198","20/21","","","",104201180
"53009","20/21","","","",105601181
"53161","20/21","","","",105601181
"53162","20/21","","","",105601181
"53164","20/21","","","",105601181
"53165","20/21","","","",105601181
"53211","20/21","","","",105601181
"53212","20/21","","","",105601181
"53213","20/21","","","",105601181
"53214","20/21","","","",105601181
"53221","20/21","","","",105601181
"53286","20/21","","","",105601181
"51198","20/21","","","",104201182
"50997","20/21","","","",104101183
"51009","20/21","","","",104101183
"51024","20/21","","","",104101183
"51017","20/21","","","",104101183
"51013","20/21","","","",104101183
"51055","20/21","","","",104101183
"51027","20/21","","","",104101183
"51032","20/21","","","",104101183
"51057","20/21","","","",104101183
"51020","20/21","","","",104101183
"51058","20/21","","","",104101183
"50658","20/21","","","",104101184
"50659","20/21","","","",104101184
"50663","20/21","","","",104101184
"50994","20/21","","","",104101184
"50995","20/21","","","",104101184
"50996","20/21","","","",104101184
"50997","20/21","","","",104101184
"50998","20/21","","","",104101184
"50999","20/21","","","",104101184
"51000","20/21","","","",104101184
"51001","20/21","","","",104101184
"51002","20/21","","","",104101184
"51003","20/21","","","",104101184
"53012","20/21","","","",105601185
"53017","20/21","","","",105601185
"53115","20/21","","","",105601185
"53116","20/21","","","",105601185
"53161","20/21","","","",105601185
"53162","20/21","","","",105601185
"53163","20/21","","","",105601185
"53165","20/21","","","",105601185
"53211","20/21","","","",105601185
"53214","20/21","","","",105601185
"53215","20/21","","","",105601185
"51059","20/21","","","",104101187
"51138","20/21","","","",104201188
"51141","20/21","","","",104201188
"51142","20/21","","","",104201188
"51143","20/21","","","",104201188
"51144","20/21","","","",104201188
"51146","20/21","","","",104201188
"51148","20/21","","","",104201188
"51149","20/21","","","",104201188
"51151","20/21","","","",104201188
"51154","20/21","","","",104201188
"51155","20/21","","","",104201188
"51673","20/21","","","",104301189
"51674","20/21","","","",104301189
"51675","20/21","","","",104301189
"51676","20/21","","","",104301189
"51677","20/21","","","",104301189
"51678","20/21","","","",104301189
"51679","20/21","","","",104301189
"51680","20/21","","","",104301189
"51681","20/21","","","",104301189
"51682","20/21","","","",104301189
"50658","20/21","","","",104101190
"50659","20/21","","","",104101190
"50660","20/21","","","",104101190
"50662","20/21","","","",104101190
"50663","20/21","","","",104101190
"50664","20/21","","","",104101190
"50665","20/21","","","",104101190
"50666","20/21","","","",104101190
"50667","20/21","","","",104101190
"50994","20/21","","","",104101191
"50995","20/21","","","",104101191
"50997","20/21","","","",104101191
"51001","20/21","","","",104101191
"51007","20/21","","","",104101191
"51009","20/21","","","",104101191
"51011","20/21","","","",104101191
"51015","20/21","","","",104101191
"51025","20/21","","","",104101191
"51024","20/21","","","",104101191
"51008","20/21","","","",104101191
"51016","20/21","","","",104101191
"51014","20/21","","","",104101191
"51050","20/21","","","",104101191
"51673","20/21","","","",104301192
"51674","20/21","","","",104301192
"51675","20/21","","","",104301192
"51676","20/21","","","",104301192
"51677","20/21","","","",104301192
"51678","20/21","","","",104301192
"51679","20/21","","","",104301192
"51680","20/21","","","",104301192
"51681","20/21","","","",104301192
"51682","20/21","","","",104301192
"51675","20/21","","","",104301193
"51676","20/21","","","",104301193
"51681","20/21","","","",104301193
"51682","20/21","","","",104301193
"51684","20/21","","","",104301193
"51685","20/21","","","",104301193
"51688","20/21","","","",104301193
"51692","20/21","","","",104301193
"50658","20/21","","","",104101194
"50659","20/21","","","",104101194
"50660","20/21","","","",104101194
"50661","20/21","","","",104101194
"50662","20/21","","","",104101194
"50663","20/21","","","",104101194
"50664","20/21","","","",104101194
"50665","20/21","","","",104101194
"50666","20/21","","","",104101194
"50667","20/21","","","",104101194
"53010","20/21","","","",105601195
"53011","20/21","","","",105601195
"53110","20/21","","","",105601195
"53112","20/21","","","",105601195
"53113","20/21","","","",105601195
"53114","20/21","","","",105601195
"53115","20/21","","","",105601195
"53116","20/21","","","",105601195
"53117","20/21","","","",105601195
"53118","20/21","","","",105601195
"53011","20/21","","","",105601196
"53014","20/21","","","",105601196
"53015","20/21","","","",105601196
"53017","20/21","","","",105601196
"53110","20/21","","","",105601196
"53111","20/21","","","",105601196
"53112","20/21","","","",105601196
"53114","20/21","","","",105601196
"53115","20/21","","","",105601196
"53116","20/21","","","",105601196
"53117","20/21","","","",105601196
"50658","20/21","","","",104101197
"50662","20/21","","","",104101197
"50663","20/21","","","",104101197
"50664","20/21","","","",104101197
"51007","20/21","","","",104101197
"51011","20/21","","","",104101197
"51015","20/21","","","",104101197
"51024","20/21","","","",104101197
"51673","20/21","","","",104301198
"51674","20/21","","","",104301198
"51675","20/21","","","",104301198
"51676","20/21","","","",104301198
"51677","20/21","","","",104301198
"51678","20/21","","","",104301198
"51679","20/21","","","",104301198
"51680","20/21","","","",104301198
"51681","20/21","","","",104301198
"51682","20/21","","","",104301198
"51195","20/21","","","",104201199
"51180","20/21","","","",104201199
"51181","20/21","","","",104201199
"51182","20/21","","","",104201199
"51186","20/21","","","",104201199
"51198","20/21","","","",104201199
"51018","20/21","","","",104201199
"51056","20/21","","","",104201199
"51059","20/21","","","",104101200
"51020","20/21","","","",104101200
"51056","20/21","","","",104101200
"50658","20/21","","","",104101201
"50659","20/21","","","",104101201
"50660","20/21","","","",104101201
"50661","20/21","","","",104101201
"50662","20/21","","","",104101201
"50663","20/21","","","",104101201
"50664","20/21","","","",104101201
"50666","20/21","","","",104101201
"50999","20/21","","","",104101201
"51002","20/21","","","",104101201
"50658","20/21","","","",104101202
"50659","20/21","","","",104101202
"50660","20/21","","","",104101202
"50661","20/21","","","",104101202
"50662","20/21","","","",104101202
"50663","20/21","","","",104101202
"50664","20/21","","","",104101202
"50665","20/21","","","",104101202
"50666","20/21","","","",104101202
"50667","20/21","","","",104101202
"50664","20/21","","","",104101203
"50994","20/21","","","",104101203
"50998","20/21","","","",104101203
"51003","20/21","","","",104101203
"51055","20/21","","","",104101203
"51673","20/21","","","",104301204
"51674","20/21","","","",104301204
"51675","20/21","","","",104301204
"51676","20/21","","","",104301204
"51677","20/21","","","",104301204
"51678","20/21","","","",104301204
"51679","20/21","","","",104301204
"51680","20/21","","","",104301204
"51681","20/21","","","",104301204
"51682","20/21","","","",104301204
"53008","20/21","","","",105601205
"53009","20/21","","","",105601205
"53010","20/21","","","",105601205
"53011","20/21","","","",105601205
"53012","20/21","","","",105601205
"53013","20/21","","","",105601205
"53014","20/21","","","",105601205
"53015","20/21","","","",105601205
"53016","20/21","","","",105601205
"53017","20/21","","","",105601205
"51673","20/21","","","",104301206
"51674","20/21","","","",104301206
"51675","20/21","","","",104301206
"51676","20/21","","","",104301206
"51677","20/21","","","",104301206
"51678","20/21","","","",104301206
"51679","20/21","","","",104301206
"51680","20/21","","","",104301206
"51681","20/21","","","",104301206
"51682","20/21","","","",104301206
"50658","20/21","","","",104101208
"50659","20/21","","","",104101208
"50660","20/21","","","",104101208
"50661","20/21","","","",104101208
"50662","20/21","","","",104101208
"50663","20/21","","","",104101208
"50664","20/21","","","",104101208
"50665","20/21","","","",104101208
"50666","20/21","","","",104101208
"50667","20/21","","","",104101208
"53008","20/21","","","",105601209
"53009","20/21","","","",105601209
"53010","20/21","","","",105601209
"53011","20/21","","","",105601209
"53012","20/21","","","",105601209
"53013","20/21","","","",105601209
"53014","20/21","","","",105601209
"53015","20/21","","","",105601209
"53016","20/21","","","",105601209
"53017","20/21","","","",105601209
"50658","20/21","","","",104101210
"50997","20/21","","","",104101210
"51017","20/21","","","",104101210
"51034","20/21","","","",104101210
"51037","20/21","","","",104101210
"51059","20/21","","","",104101210
"51056","20/21","","","",104101210
"50658","20/21","","","",104101211
"50659","20/21","","","",104101211
"50660","20/21","","","",104101211
"50661","20/21","","","",104101211
"50662","20/21","","","",104101211
"50663","20/21","","","",104101211
"50664","20/21","","","",104101211
"50665","20/21","","","",104101211
"50666","20/21","","","",104101211
"50667","20/21","","","",104101211
"50658","20/21","","","",104101212
"50659","20/21","","","",104101212
"50660","20/21","","","",104101212
"50661","20/21","","","",104101212
"50662","20/21","","","",104101212
"50663","20/21","","","",104101212
"50664","20/21","","","",104101212
"50665","20/21","","","",104101212
"50666","20/21","","","",104101212
"50667","20/21","","","",104101212
"51174","20/21","","","",104201213
"51175","20/21","","","",104201213
"51181","20/21","","","",104201213
"51186","20/21","","","",104201213
"51198","20/21","","","",104201213
"51056","20/21","","","",104201213
"53008","20/21","","","",105601214
"53009","20/21","","","",105601214
"53010","20/21","","","",105601214
"53011","20/21","","","",105601214
"53012","20/21","","","",105601214
"53013","20/21","","","",105601214
"53014","20/21","","","",105601214
"53015","20/21","","","",105601214
"53016","20/21","","","",105601214
"53017","20/21","","","",105601214
"51138","20/21","","","",104201215
"51198","20/21","","","",104201215
"50997","20/21","","","",104101216
"51007","20/21","","","",104101216
"51011","20/21","","","",104101216
